compa_ratio,compa_ratio_range,cost_center,country,current_rating,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,length_of_service,location,management_level,region,single_job_family,tenure_category,total_compensation,age
1.457,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation X (1965-1980),True,False,Agency,False,False,Executive,P5,Board Management - Principal Board Associate,11.09,London,Vice President,EMEA,Board Management,10-15 Years,177700,55.0
0.905,Below Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Services,P2,Legal - Corporate - P2 Legal Associate Consultant,5.567,Toronto,Individual Contributor,AMER,Legal - Corporate,05-10 Years,61100,28.0
1.352,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,Asian,Male,Generation X (1965-1980),False,False,Corporate Website,False,False,Executive,P5,Board Management - Principal Board Associate,16.745,London,Vice President,EMEA,Board Management,15+ Years,165000,47.0
1.135,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,6.778,San Francisco,Vice President,AMER,Board Management,05-10 Years,124900,36.0
0.984,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Asian,Female,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Sales,P1,Sales - Inside Sales - P1 Inside Sales Representative,1.605,New York,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,54100,23.0
0.696,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Female,Baby Boomers (1946-1964),False,False,Recruiter,False,True,Development,M2,IT - Product Management - Associate Manager,12.268,Seoul,Manager,APAC,IT - Product Management,10-15 Years,84100,59.0
1.248,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,0.216,Busan,Individual Contributor,APAC,FA - Accounting,00-01 Years,67700,32.0
0.837,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,0.918,London,Individual Contributor,EMEA,Sales - Direct Sales,00-01 Years,45200,26.0
1.144,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,4.008,Paris,Individual Contributor,EMEA,Sales - Direct Sales,02-05 Years,70900,34.0
1.105,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,3.145,Edmonton,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,85600,31.0
1.17,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,1.586,New York,Vice President,AMER,Board Management,01-02 Years,128700,36.0
1.398,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Business Analytics,6.101,Nice,Individual Contributor,EMEA,IT - Product Development,05-10 Years,86700,30.0
0.944,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,5.518,Singapore,Individual Contributor,APAC,Sales - Inside Sales,05-10 Years,51200,31.0
0.794,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,True,Finance,M3,FA - Management - Manager,6.748,Singapore,Manager,APAC,FA - Management,05-10 Years,101400,41.0
0.959,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Asian,Female,Generation Z (1997 and onwards),True,True,Internal,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,1.964,Toronto,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,64700,26.0
1.609,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,2.74,Seoul,Individual Contributor,APAC,FA - Accounting,02-05 Years,171800,39.0
1.336,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Development,P5,IT - Product Development - Principal QA,11.389,San Francisco,Individual Contributor,AMER,IT - Product Development,10-15 Years,203800,39.0
1.533,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Female,Baby Boomers (1946-1964),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,25.468,New York,Individual Contributor,AMER,FA - Accounting,15+ Years,233800,65.0
1.01,At Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,9.321,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,05-10 Years,78300,33.0
1.315,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Male,Generation X (1965-1980),False,False,Corporate Website,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,9.975,Paris,Individual Contributor,EMEA,Sales - Inside Sales,05-10 Years,160400,49.0
1.3,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,8.315,Seoul,Individual Contributor,APAC,FA - Accounting,05-10 Years,100100,35.0
1.499,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P4,IT - Product Development - Senior Business Analytics,6.855,Toronto,Individual Contributor,AMER,IT - Product Development,05-10 Years,164900,36.0
1.344,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,13.592,Montreal,Individual Contributor,AMER,FA - Accounting,10-15 Years,147800,35.0
1.467,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Software Engineer,4.46,Toronto,Individual Contributor,AMER,IT - Product Development,02-05 Years,161400,36.0
1.403,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Data Scientist,4.496,Paris,Individual Contributor,EMEA,IT - Product Development,02-05 Years,87000,31.0
1.26,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,2.858,London,Individual Contributor,EMEA,FA - Accounting,02-05 Years,78100,32.0
1.196,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,10.416,Calgary,Vice President,AMER,Board Management,10-15 Years,131600,35.0
1.311,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Asian,Female,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,3.992,New York,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,199900,49.0
1.065,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Executive,P4,Board Management - Senior Board Associate,1.945,Montreal,Vice President,AMER,Board Management,01-02 Years,117100,36.0
1.124,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Hispanic,Female,Generation X (1965-1980),False,False,Referral,False,True,Sales,M4,Sales - Management - Senior Manager,19.334,Toronto,Manager,AMER,Sales - Management,15+ Years,221900,55.0
1.071,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,8.129,Toronto,Individual Contributor,AMER,FA - Accounting,05-10 Years,83000,30.0
1.003,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,5.737,San Francisco,Individual Contributor,AMER,FA - Accounting,05-10 Years,77700,33.0
0.92,Below Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,3.044,Edmonton,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,71300,30.0
1.245,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,5.195,Gwangju,Vice President,APAC,Board Management,05-10 Years,95900,34.0
1.465,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,1.419,New York,Individual Contributor,AMER,Sales - Direct Sales,01-02 Years,161100,35.0
1.285,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,True,True,Development,M6,IT - Product Management - Senior Director,1.521,Toronto,Director,AMER,IT - Product Management,01-02 Years,346900,40.0
1.458,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Development,P4,IT - Product Development - Senior QA,5.89,London,Manager,EMEA,IT - Product Development,05-10 Years,128300,37.0
1.101,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,4.545,Montreal,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,121100,34.0
1.448,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,True,True,Executive,M8,Board Management - Executive Vice President,16.288,London,Executive Vice President,EMEA,Board Management,15+ Years,492200,40.0
1.262,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,American Indian or Alaska Native,Female,Baby Boomers (1946-1964),True,False,Linkedin,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,23.937,Toronto,Individual Contributor,AMER,FA - Accounting,15+ Years,192400,60.0
1.168,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,9.942,London,Vice President,EMEA,Board Management,05-10 Years,102800,36.0
1.154,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Business Analytics,4.879,Toronto,Individual Contributor,AMER,IT - Product Development,02-05 Years,89400,28.0
0.642,Below Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Black or African American,Female,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Development,P1,IT - Product Development - P1 Data Scientist,1.129,Toronto,Individual Contributor,AMER,IT - Product Development,01-02 Years,35300,25.0
1.256,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Linkedin,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,10.74,Toronto,Individual Contributor,AMER,Sales - Inside Sales,10-15 Years,191500,42.0
1.292,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Software Engineer,5.589,London,Individual Contributor,EMEA,IT - Product Development,05-10 Years,80100,32.0
1.328,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,10.288,Paris,Individual Contributor,EMEA,Human Resources,10-15 Years,116900,35.0
1.025,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,11.633,San Francisco,Individual Contributor,AMER,FA - Accounting,10-15 Years,112700,35.0
1.358,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,10.811,London,Individual Contributor,EMEA,Human Resources,10-15 Years,165700,39.0
0.973,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Hispanic,Female,Generation Z (1997 and onwards),False,False,Agency,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,4.74,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,65700,26.0
0.821,Below Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,White,Male,Generation Z (1997 and onwards),False,False,Referral,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,4.019,Edmonton,Individual Contributor,AMER,Human Resources,02-05 Years,55400,26.0
